CustomerID,Frequency,Monetary,avg_basket_value,avg_items_per_invoice,Recency,Tenure,gap_mean,gap_median,gap_std,unique_products,avg_unit_price,return_rate,is_churned,Country_Belgium,Country_France,Country_Germany,Country_Netherlands,Country_Other,Country_Portugal,Country_Spain,Country_Switzerland,Country_United Kingdom
12419,1,503.01,503.01,231.0,295,27,0.0,0.0,0.0,23,5.0436000000000005,0.0,1,False,False,False,False,False,False,True,False,False
12421,1,920.12,920.12,575.0,24,390,0.0,0.0,0.0,38,4.674642857142857,0.0,0,False,False,False,False,False,False,True,False,False
12422,1,5231.8,5231.8,2596.0,5,625,0.0,0.0,0.0,137,10.177732558139535,0.0,1,False,False,False,False,False,False,False,True,False
12423,1,2413.75,2413.75,1590.0,10,364,0.0,0.0,0.0,119,3.093716216216216,0.0,0,True,False,False,False,False,False,False,False,False
12424,1,3340.03,3340.03,2025.0,72,385,0.0,0.0,0.0,78,2.1891304347826086,0.0,1,False,False,False,False,True,False,False,False,False
12426,1,1345.21,1345.21,584.0,104,468,0.0,0.0,0.0,73,3.5572727272727276,0.0,1,False,False,True,False,False,False,False,False,False
12428,1,7548.12,7548.12,3386.0,30,163,0.0,0.0,0.0,252,4.559784946236559,0.0,0,False,False,False,False,True,False,False,False,False
12429,1,6580.39,6580.39,2832.0,82,373,0.0,0.0,0.0,107,3.613972602739726,0.0,0,False,False,False,False,True,False,False,False,False
12431,1,9245.09,9245.09,3919.0,29,574,0.0,0.0,0.0,220,3.844760563380282,0.0,0,False,False,False,False,True,False,False,False,False
12433,1,13600.62,13600.62,11476.0,1,385,0.0,0.0,0.0,227,2.0028793774319067,0.0,0,False,False,False,False,True,False,False,False,False
12434,1,583.54,583.54,215.0,170,120,0.0,0.0,0.0,34,4.272777777777778,0.0,0,False,False,False,False,True,False,False,False,False
12435,1,10075.03,10075.03,3782.0,177,469,0.0,0.0,0.0,81,3.606526315789474,0.0,0,False,False,False,False,True,False,False,False,False
12437,1,10543.4,10543.4,6875.0,8,638,0.0,0.0,0.0,230,3.2342918454935625,0.0,0,False,True,False,False,False,False,False,False,False
12439,1,1158.18,1158.18,484.0,592,43,0.0,0.0,0.0,69,3.6904166666666662,0.0,1,False,False,False,False,True,False,False,False,False
12440,1,859.2,859.2,331.0,372,255,0.0,0.0,0.0,21,5.448125,0.0,1,False,False,False,False,True,False,False,False,False
12444,1,2627.27,2627.27,650.0,31,49,0.0,0.0,0.0,96,6.062857142857143,0.0,0,False,False,False,False,True,False,False,False,False
12449,1,3493.18,3493.18,1758.0,1,346,0.0,0.0,0.0,93,3.7149295774647886,0.0,0,True,False,False,False,False,False,False,False,False
12450,1,688.2,688.2,442.0,66,318,0.0,0.0,0.0,31,2.227837837837838,0.0,1,False,False,False,False,False,False,True,False,False
12451,1,8942.18,8942.18,6889.0,128,311,0.0,0.0,0.0,259,2.2287215909090907,0.0,0,False,False,False,False,False,False,False,True,False
12454,1,13151.44,13151.44,6697.0,305,25,0.0,0.0,0.0,9,11.5824,0.0,0,False,False,False,False,False,False,True,False,False
12455,1,5589.45,5589.45,2979.0,37,593,0.0,0.0,0.0,181,4.062067307692308,0.0,0,False,False,False,False,True,False,False,False,False
12456,1,2265.4,2265.4,1073.0,41,123,0.0,0.0,0.0,77,3.8198837209302323,0.0,0,False,False,False,False,False,False,False,True,False
12457,1,1699.93,1699.93,648.0,143,201,0.0,0.0,0.0,37,6.805531914893617,0.0,0,False,False,False,False,False,False,False,True,False
12458,1,1272.01,1272.01,750.0,194,203,0.0,0.0,0.0,58,3.7309230769230766,0.0,0,False,False,False,False,False,False,False,True,False
12461,1,826.88,826.88,287.0,4,60,0.0,0.0,0.0,35,4.258857142857143,0.0,1,False,False,False,False,False,False,False,True,False
12463,1,985.79,985.79,577.0,85,66,0.0,0.0,0.0,51,2.9331147540983604,0.0,0,True,False,False,False,False,False,False,False,False
12464,1,780.55,780.55,81.0,16,203,0.0,0.0,0.0,6,11.254761904761905,0.0,0,True,False,False,False,False,False,False,False,False
12468,1,3670.74,3670.74,2201.0,97,495,0.0,0.0,0.0,127,2.7754,0.0,1,False,False,True,False,False,False,False,False,False
12469,1,3070.54,3070.54,2552.0,432,14,0.0,0.0,0.0,76,2.999605263157895,0.0,1,False,False,False,False,True,False,False,False,False
12471,1,31256.14,31256.14,13022.0,17,625,0.0,0.0,0.0,213,3.5071382978723404,0.0,0,False,False,True,False,False,False,False,False,False
12472,1,16236.08,16236.08,10290.0,48,587,0.0,0.0,0.0,367,2.408940316686967,0.0,0,False,False,True,False,False,False,False,False,False
12473,1,1186.25,1186.25,878.0,24,77,0.0,0.0,0.0,60,2.659692307692308,0.0,0,False,False,True,False,False,False,False,False,False
12474,1,9410.72,9410.72,5905.0,8,568,0.0,0.0,0.0,285,3.039343339587242,0.0,0,False,False,True,False,False,False,False,False,False
12476,1,10490.66,10490.66,4369.0,51,360,0.0,0.0,0.0,292,4.414825,0.0,0,False,False,True,False,False,False,False,False,False
12477,1,15890.66,15890.66,4984.0,10,522,0.0,0.0,0.0,276,4.0897840172786175,0.0,0,False,False,True,False,False,False,False,False,False
12480,1,4328.17,4328.17,2341.0,53,364,0.0,0.0,0.0,146,3.3385148514851486,0.0,0,False,False,True,False,False,False,False,False,False
12481,1,10866.83,10866.83,6310.0,89,427,0.0,0.0,0.0,213,4.041117824773414,0.0,0,False,False,True,False,False,False,False,False,False
12482,1,23691.4,23691.4,27042.0,486,77,0.0,0.0,0.0,42,9.930196078431372,0.0,1,False,False,False,False,True,False,False,False,False
12483,1,4259.66,4259.66,1854.0,8,578,0.0,0.0,0.0,60,6.214358974358975,0.0,0,False,False,False,False,True,False,False,False,False
12484,1,5491.58,5491.58,2939.0,10,580,0.0,0.0,0.0,296,2.958759124087591,0.0,0,False,False,False,False,False,False,True,False,False
12490,1,7958.3,7958.3,4852.0,3,645,0.0,0.0,0.0,171,2.850104712041885,0.0,0,False,True,False,False,False,False,False,False,False
12492,1,578.39,578.39,321.0,15,297,0.0,0.0,0.0,30,3.4819354838709677,0.0,0,False,False,True,False,False,False,False,False,False
12493,1,433.74,433.74,207.0,75,31,0.0,0.0,0.0,20,4.309090909090909,0.0,1,False,True,False,False,False,False,False,False,False
12494,1,1495.63,1495.63,645.0,71,414,0.0,0.0,0.0,62,4.311058823529412,0.0,0,False,True,False,False,False,False,False,False,False
12497,1,5205.400000000001,5205.400000000001,4449.0,310,244,0.0,0.0,0.0,30,1.816046511627907,0.0,0,False,False,True,False,False,False,False,False,False
12500,1,3471.23,3471.23,1969.0,16,566,0.0,0.0,0.0,75,4.502905982905983,0.0,0,False,False,True,False,False,False,False,False,False
12502,1,3723.87,3723.87,820.0,5,214,0.0,0.0,0.0,102,6.425238095238095,0.0,1,False,False,False,False,False,False,True,False,False
12504,1,297.0,297.0,368.0,327,179,0.0,0.0,0.0,8,4.054545454545455,0.0,0,False,False,True,False,False,False,False,False,False
12507,1,1844.06,1844.06,1256.0,44,450,0.0,0.0,0.0,46,4.106530612244898,0.0,1,False,False,False,False,False,False,True,False,False
12510,1,5178.02,5178.02,2049.0,52,592,0.0,0.0,0.0,94,13.312689655172413,0.0,1,False,False,False,False,False,False,True,False,False
12514,1,1597.76,1597.76,840.0,177,374,0.0,0.0,0.0,76,2.7076190476190476,0.0,1,False,False,False,False,True,False,False,False,False
12516,1,1919.76,1919.76,1422.0,90,418,0.0,0.0,0.0,42,2.1563934426229507,0.0,0,False,False,True,False,False,False,False,False,False
12517,1,1538.7,1538.7,841.0,36,63,0.0,0.0,0.0,173,2.2532608695652177,0.0,0,False,False,True,False,False,False,False,False,False
12520,1,2045.85,2045.85,1099.0,52,131,0.0,0.0,0.0,104,3.414628099173554,0.0,0,False,False,True,False,False,False,False,False,False
12523,1,3600.13,3600.13,1970.0,17,624,0.0,0.0,0.0,144,4.176328502415459,0.0,0,False,True,False,False,False,False,False,False,False
12524,1,9762.869999999999,9762.869999999999,5769.0,72,507,0.0,0.0,0.0,138,3.1658490566037734,0.0,0,False,False,True,False,False,False,False,False,False
12525,1,973.73,973.73,509.0,408,149,0.0,0.0,0.0,56,3.006,0.0,1,False,True,False,False,False,False,False,False,False
12527,1,671.72,671.72,513.0,204,234,0.0,0.0,0.0,24,2.3099999999999996,0.0,0,False,False,True,False,False,False,False,False,False
12528,1,1287.37,1287.37,503.0,24,198,0.0,0.0,0.0,46,5.492153846153847,0.0,0,False,False,True,False,False,False,False,False,False
12530,1,3318.63,3318.63,2400.0,33,518,0.0,0.0,0.0,85,3.3192028985507247,0.0,0,False,False,True,False,False,False,False,False,False
12533,1,1367.89,1367.89,704.0,537,110,0.0,0.0,0.0,63,3.3030555555555554,0.0,1,False,False,True,False,False,False,False,False,False
12535,1,716.35,716.35,219.0,1,94,0.0,0.0,0.0,28,4.451470588235294,0.0,1,False,True,False,False,False,False,False,False,False
12539,1,10164.09,10164.09,4089.0,172,454,0.0,0.0,0.0,247,3.8235791757049893,0.0,0,False,False,False,False,False,False,True,False,False
12540,1,18101.11,18101.11,8767.0,2,639,0.0,0.0,0.0,301,3.951807817589576,0.0,0,False,False,False,False,False,False,True,False,False
12541,1,536.14,536.14,419.0,83,107,0.0,0.0,0.0,27,3.567142857142857,0.0,0,False,False,False,False,False,False,True,False,False
12542,1,481.88,481.88,522.0,394,156,0.0,0.0,0.0,39,2.465128205128205,0.0,1,False,False,False,False,False,False,True,False,False
12547,1,383.58,383.58,309.0,107,302,0.0,0.0,0.0,13,4.9366666666666665,0.0,1,False,False,False,False,False,False,True,False,False
12549,1,1575.68,1575.68,1366.0,485,121,0.0,0.0,0.0,38,1.6487755102040815,0.0,1,False,False,False,False,True,False,False,False,False
12553,1,3336.06,3336.06,1711.0,20,313,0.0,0.0,0.0,96,3.5428571428571427,0.0,0,False,True,False,False,False,False,False,False,False
12557,1,15726.14,15726.14,5862.0,68,564,0.0,0.0,0.0,15,2.0992592592592594,0.0,0,False,False,False,False,False,False,True,False,False
12559,1,561.71,561.71,283.0,220,8,0.0,0.0,0.0,21,3.5490476190476192,0.0,1,False,False,True,False,False,False,False,False,False
12560,1,1436.31,1436.31,820.0,22,30,0.0,0.0,0.0,77,2.6803896103896103,0.0,0,False,False,True,False,False,False,False,False,False
12562,1,2790.41,2790.41,1324.0,36,308,0.0,0.0,0.0,68,3.1254700854700856,0.0,0,False,True,False,False,False,False,False,False,False
12567,1,12158.56,12158.56,5314.0,6,570,0.0,0.0,0.0,315,3.727132616487455,0.0,0,False,True,False,False,False,False,False,False,False
12569,1,2167.68,2167.68,857.0,2,160,0.0,0.0,0.0,48,5.067717391304348,0.0,0,False,False,True,False,False,False,False,False,False
12573,1,717.41,717.41,479.0,137,237,0.0,0.0,0.0,107,2.213361344537815,0.0,1,False,True,False,False,False,False,False,False,False
12575,1,622.8199999999999,622.8199999999999,315.0,367,69,0.0,0.0,0.0,34,3.5702631578947375,0.0,1,False,True,False,False,False,False,False,False,False
12576,1,1763.44,1763.44,1192.0,5,430,0.0,0.0,0.0,97,2.728189655172414,0.0,0,False,False,False,False,True,False,False,False,False
12577,1,1191.84,1191.84,859.0,269,376,0.0,0.0,0.0,195,1.8086036036036035,0.0,0,False,True,False,False,False,False,False,False,False
12578,1,3456.6,3456.6,1932.0,240,113,0.0,0.0,0.0,109,2.938515625,0.0,0,False,False,False,False,True,False,False,False,False
12580,1,1052.9,1052.9,569.0,156,329,0.0,0.0,0.0,52,2.6067241379310344,0.0,1,False,False,True,False,False,False,False,False,False
12582,1,1980.4,1980.4,985.0,148,338,0.0,0.0,0.0,88,3.8555339805825244,0.0,1,False,False,False,False,True,False,False,False,False
12583,1,11398.27,11398.27,7387.0,16,627,0.0,0.0,0.0,117,3.071260273972603,0.0,0,False,True,False,False,False,False,False,False,False
12584,1,782.59,782.59,138.0,37,153,0.0,0.0,0.0,27,8.256470588235294,0.0,0,False,False,False,False,True,False,False,False,False
12585,1,2040.1,2040.1,1279.0,144,117,0.0,0.0,0.0,77,3.4639080459770115,0.0,1,False,False,True,False,False,False,False,False,False
12586,1,1865.73,1865.73,608.0,284,348,0.0,0.0,0.0,76,5.244819277108434,0.0,0,False,False,False,False,True,False,False,False,False
12588,1,743.88,743.88,385.0,309,198,0.0,0.0,0.0,27,6.514444444444444,0.0,0,False,False,False,False,True,False,False,False,False
12589,1,4180.48,4180.48,1541.0,54,544,0.0,0.0,0.0,107,10.348516129032259,0.0,0,False,True,False,False,False,False,False,False,False
12591,1,1352.15,1352.15,677.0,227,91,0.0,0.0,0.0,63,4.339130434782608,0.0,1,False,False,False,False,True,False,False,False,False
12592,1,2582.66,2582.66,1875.0,2,427,0.0,0.0,0.0,42,10.832592592592592,0.0,1,False,False,True,False,False,False,False,False,False
12593,1,418.09999999999997,418.09999999999997,206.0,18,110,0.0,0.0,0.0,14,2.6523809523809527,0.0,1,False,True,False,False,False,False,False,False,False
12594,1,4281.79,4281.79,2431.0,31,525,0.0,0.0,0.0,78,3.1358045977011493,0.0,0,False,False,False,False,True,False,False,False,False
12597,1,1428.81,1428.81,675.0,93,85,0.0,0.0,0.0,72,4.7052564102564105,0.0,0,False,False,False,False,False,False,True,False,False
12598,1,3095.39,3095.39,1913.0,71,487,0.0,0.0,0.0,102,2.7370802919708033,0.0,0,False,True,False,False,False,False,False,False,False
12599,1,2121.18,2121.18,1982.0,36,451,0.0,0.0,0.0,42,2.8457983193277308,0.0,0,False,True,False,False,False,False,False,False,False
12600,1,4381.4400000000005,4381.4400000000005,1184.0,22,619,0.0,0.0,0.0,48,5.958632478632478,0.0,0,False,False,True,False,False,False,False,False,False
12601,1,681.26,681.26,290.0,99,214,0.0,0.0,0.0,24,6.801764705882353,0.0,1,False,False,True,False,False,False,False,False,False
12605,1,1232.95,1232.95,929.0,286,81,0.0,0.0,0.0,63,2.224078947368421,0.0,1,False,False,True,False,False,False,False,False,False
12609,1,3109.7400000000002,3109.7400000000002,1423.0,96,533,0.0,0.0,0.0,117,3.9572151898734176,0.0,0,False,False,True,False,False,False,False,False,False
12610,1,1256.25,1256.25,625.0,16,19,0.0,0.0,0.0,68,5.092777777777778,0.0,0,False,False,False,False,True,False,False,False,False
12613,1,4953.21,4953.21,3278.0,107,527,0.0,0.0,0.0,173,2.9470161290322583,0.0,0,False,False,True,False,False,False,False,False,False
12615,1,4084.53,4084.53,2354.0,78,462,0.0,0.0,0.0,167,2.992244897959184,0.0,0,False,True,False,False,False,False,False,False,False
12616,1,1131.1,1131.1,498.0,5,293,0.0,0.0,0.0,32,3.7629629629629626,0.0,1,False,True,False,False,False,False,False,False,False
12619,1,2227.6,2227.6,1896.0,26,444,0.0,0.0,0.0,33,11.105510204081634,0.0,0,False,False,True,False,False,False,False,False,False
12621,1,21281.18,21281.18,11932.0,10,568,0.0,0.0,0.0,297,3.0478428351309708,0.0,0,False,False,True,False,False,False,False,False,False
12623,1,3747.84,3747.84,1971.0,186,420,0.0,0.0,0.0,112,2.967109826589595,0.0,1,False,False,True,False,False,False,False,False,False
12624,1,641.13,641.13,355.0,16,71,0.0,0.0,0.0,36,3.8721052631578945,0.0,1,False,True,False,False,False,False,False,False,False
12625,1,5164.88,5164.88,3309.0,121,384,0.0,0.0,0.0,144,2.308469945355191,0.0,1,False,False,True,False,False,False,False,False,False
12626,1,4774.0,4774.0,2337.0,22,214,0.0,0.0,0.0,170,2.947233009708738,0.0,0,False,False,True,False,False,False,False,False,False
12627,1,2727.83,2727.83,1575.0,6,44,0.0,0.0,0.0,112,2.935035460992908,0.0,0,False,False,True,False,False,False,False,False,False
12629,1,1558.22,1558.22,722.0,295,37,0.0,0.0,0.0,40,3.997777777777778,0.0,1,False,False,False,False,True,False,False,False,False
12631,1,2841.07,2841.07,1371.0,366,237,0.0,0.0,0.0,105,2.844868421052632,0.0,0,False,False,False,False,True,False,False,False,False
12632,1,804.88,804.88,694.0,430,44,0.0,0.0,0.0,32,2.2334285714285715,0.0,1,False,False,True,False,False,False,False,False,False
12633,1,5462.93,5462.93,3144.0,39,395,0.0,0.0,0.0,213,3.021408934707904,0.0,0,False,False,True,False,False,False,False,False,False
12634,1,490.0,490.0,337.0,445,12,0.0,0.0,0.0,20,7.777500000000001,0.0,1,False,False,False,False,True,False,False,False,False
12635,1,1924.87,1924.87,1176.0,64,301,0.0,0.0,0.0,106,2.620084745762712,0.0,0,False,False,True,False,False,False,False,False,False
12637,1,7981.91,7981.91,4126.0,1,451,0.0,0.0,0.0,273,2.520179211469534,0.0,0,False,True,False,False,False,False,False,False,False
12639,1,1312.37,1312.37,631.0,148,389,0.0,0.0,0.0,58,4.47171875,0.0,1,False,False,False,False,True,False,False,False,False
12643,1,8350.42,8350.42,4785.0,38,482,0.0,0.0,0.0,14,7.068269230769231,0.0,1,False,True,False,False,False,False,False,False,False
12644,1,1918.49,1918.49,1032.0,39,564,0.0,0.0,0.0,106,3.399189189189189,0.0,1,False,False,True,False,False,False,False,False,False
12645,1,3074.98,3074.98,1866.0,19,559,0.0,0.0,0.0,106,2.587876712328767,0.0,0,False,False,True,False,False,False,False,False,False
12647,1,17088.24,17088.24,6486.0,36,568,0.0,0.0,0.0,229,4.86151631477927,0.0,0,False,False,True,False,False,False,False,False,False
12648,1,1112.0,1112.0,518.0,64,546,0.0,0.0,0.0,38,3.6944615384615385,0.0,1,False,False,True,False,False,False,False,False,False
12649,1,2294.65,2294.65,1959.0,17,588,0.0,0.0,0.0,94,2.714152542372881,0.0,1,False,False,True,False,False,False,False,False,False
12651,1,377.75,377.75,265.0,244,130,0.0,0.0,0.0,30,2.04,0.0,1,False,True,False,False,False,False,False,False,False
12652,1,1017.03,1017.03,536.0,241,102,0.0,0.0,0.0,51,3.0209803921568628,0.0,1,False,True,False,False,False,False,False,False,False
12653,1,4160.83,4160.83,1681.0,58,378,0.0,0.0,0.0,76,2.751046511627907,0.0,1,False,False,False,False,True,False,False,False,False
12654,1,337.75,337.75,151.0,107,97,0.0,0.0,0.0,19,3.8045454545454547,0.0,0,False,False,True,False,False,False,False,False,False
12656,1,5177.33,5177.33,2417.0,26,446,0.0,0.0,0.0,140,3.775526315789474,0.0,0,False,True,False,False,False,False,False,False,False
12662,1,5791.900000000001,5791.900000000001,2923.0,17,510,0.0,0.0,0.0,135,3.3285585585585586,0.0,0,False,False,True,False,False,False,False,False,False
12663,1,239.4,239.4,181.0,534,43,0.0,0.0,0.0,9,5.84,0.0,1,False,False,True,False,False,False,False,False,False
12664,1,3145.64,3145.64,797.0,53,583,0.0,0.0,0.0,10,10.245000000000001,0.0,0,False,False,False,False,True,False,False,False,False
12665,1,313.6,313.6,165.0,234,344,0.0,0.0,0.0,13,4.920588235294118,0.0,1,False,False,True,False,False,False,False,False,False
12668,1,10562.0,10562.0,4776.0,169,417,0.0,0.0,0.0,258,3.45874251497006,0.0,0,False,False,True,False,False,False,False,False,False
12669,1,2744.0299999999997,2744.0299999999997,1115.0,60,105,0.0,0.0,0.0,98,13.741386138613862,0.0,1,False,True,False,False,False,False,False,False,False
12670,1,2398.71,2398.71,991.0,8,567,0.0,0.0,0.0,54,3.8753086419753084,0.0,0,False,True,False,False,False,False,False,False,False
12672,1,437.05,437.05,138.0,239,265,0.0,0.0,0.0,22,4.527272727272727,0.0,1,False,True,False,False,False,False,False,False,False
12673,1,840.4,840.4,520.0,236,75,0.0,0.0,0.0,52,2.853818181818182,0.0,0,False,False,True,False,False,False,False,False,False
12674,1,1402.0,1402.0,787.0,1,116,0.0,0.0,0.0,42,3.3396610169491523,0.0,0,False,True,False,False,False,False,False,False,False
12675,1,958.5,958.5,337.0,463,24,0.0,0.0,0.0,111,3.779380530973451,0.0,1,False,False,False,False,True,False,False,False,False
12676,1,2509.75,2509.75,1691.0,33,359,0.0,0.0,0.0,58,4.973913043478261,0.0,0,False,False,False,False,True,False,False,False,False
12677,1,395.1,395.1,176.0,465,111,0.0,0.0,0.0,13,4.0547619047619055,0.0,1,False,True,False,False,False,False,False,False,False
12678,1,24934.98,24934.98,16644.0,10,600,0.0,0.0,0.0,186,5.037138157894737,0.0,0,False,True,False,False,False,False,False,False,False
12679,1,906.38,906.38,407.0,115,77,0.0,0.0,0.0,43,3.5018181818181815,0.0,0,False,True,False,False,False,False,False,False,False
12681,1,26947.32,26947.32,15479.0,61,574,0.0,0.0,0.0,424,2.9505149884704074,0.0,0,False,True,False,False,False,False,False,False,False
12682,1,19965.61,19965.61,8974.0,10,638,0.0,0.0,0.0,281,3.5775949367088606,0.0,0,False,True,False,False,False,False,False,False,False
12683,1,10842.4,10842.4,6676.0,2,633,0.0,0.0,0.0,224,2.778201284796574,0.0,0,False,True,False,False,False,False,False,False,False
12684,1,1379.48,1379.48,1274.0,80,42,0.0,0.0,0.0,37,2.481379310344827,0.0,0,False,True,False,False,False,False,False,False,False
12691,1,690.9,690.9,249.0,55,275,0.0,0.0,0.0,20,5.0946428571428575,0.0,0,False,True,False,False,False,False,False,False,False
12693,1,1703.02,1703.02,536.0,37,395,0.0,0.0,0.0,63,5.070506329113924,0.0,1,False,False,True,False,False,False,False,False,False
12694,1,1413.18,1413.18,1169.0,93,237,0.0,0.0,0.0,62,2.4059090909090908,0.0,0,False,True,False,False,False,False,False,False,False
